,inputs,outputs,prediction
514,"what date is my dentist appointment and who is attending? you have two dentist appointments, one with your doctor_appointment#party and one with your lab_appointment#party, both on football_activity#date. thank you, that was helpful.",glad i can assist you.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
515,what is the date of my yoga activity and who will be attending it?,"you have four yoga activities scheduled; one on football_activity#date with lab_appointment#party, two on dinner#date with lab_appointment#party and one with yoga_activity#party, and one on football_activity#date with yoga_activity#party.",<pad> <pad> <pad> have have <pad> one with <unk> at with with <unk> and one at with with <unk> <eos>
516,"what is the date of my yoga activity and who will be attending it? you have four yoga activities scheduled; one on football_activity#date with lab_appointment#party, two on dinner#date with lab_appointment#party and one with yoga_activity#party, and one on football_activity#date with yoga_activity#party.  thank you.",you are welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> with <unk> <eos>
517,schedule taking medicine with martha at 5pm next wednesday.,okay scheduling taking medicine with lab_appointment#party at lab_appointment#time next lab_appointment#date.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> scheduled a your next next scheduled next today next <unk> <eos>
518,schedule taking medicine with martha at 5pm next wednesday. okay scheduling taking medicine with lab_appointment#party at lab_appointment#time next lab_appointment#date. thank you!,taking medicine scheduled for next lab_appointment#date at dinner#time,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> no welcome <eos>
519,is the weather cloudy right now,what city do you want the weather for?,<pad> <pad> what <pad> <pad> <pad> located in so i could do to see to want cloudy outside <unk> <eos>
520,is the weather cloudy right now what city do you want the weather for? fresno,there are no clouds in fresno right now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is is be be be foggy <unk> in fresno right <unk> <eos>
521,is the weather cloudy right now what city do you want the weather for? fresno there are no clouds in fresno right now. thanks.,anytime.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
522,give me the location for the nearest starbucks,there is no coffee_or_tea_place#poi listed locally but i have another coffee shop listed would you like the address to it?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is to to <unk> would the is is <unk> <eos>
523,give me the location for the nearest starbucks there is no coffee_or_tea_place#poi listed locally but i have another coffee shop listed would you like the address to it? yes please.,"then let's go at coffee_or_tea_place#poi, Cafe_Venetia#address",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> <unk> <pad> <pad> <pad> <pad> <pad> <pad> <unk> your <unk> <eos>
524,"give me the location for the nearest starbucks there is no coffee_or_tea_place#poi listed locally but i have another coffee shop listed would you like the address to it? yes please. then let's go at coffee_or_tea_place#poi, Cafe_Venetia#address okay thank you.",the destination is Palo_Alto_Garage_R#distance away in Mandarin_Roots#traffic_info.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> <unk> <pad> <pad> <pad> <pad> <pad> <pad> <unk> your <unk> <eos>
525,"give me the location for the nearest starbucks there is no coffee_or_tea_place#poi listed locally but i have another coffee shop listed would you like the address to it? yes please. then let's go at coffee_or_tea_place#poi, Cafe_Venetia#address okay thank you. the destination is Palo_Alto_Garage_R#distance away in Mandarin_Roots#traffic_info.  please set the gps to avoid all heavy traffic and let's go there, thank you!",you are welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> <unk> <pad> <pad> <pad> <pad> <pad> <pad> <unk> your <unk> <eos>
526,find directions to the nearest starbucks,there is no coffee_or_tea_place#poi close but there is two others; one is coffee_or_tea_place#poi that is Valero#distance away and the other is coffee_or_tea_place#poi which is Palo_Alto_Medical_Foundation#distance away. which one do you want?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> located <pad> <pad> <pad> there place is at <unk> <eos>
527,"find directions to the nearest starbucks there is no coffee_or_tea_place#poi close but there is two others; one is coffee_or_tea_place#poi that is Valero#distance away and the other is coffee_or_tea_place#poi which is Palo_Alto_Medical_Foundation#distance away. which one do you want? let's go at cafe venetia please, send the address on my screen and pich the quickest route",coffee_or_tea_place#poi is located at Cafe_Venetia#addressive with Pizza_Chicago#traffic_info. is that going to be okay?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> <pad> <pad> route you're drive <unk> <eos>
528,"find directions to the nearest starbucks there is no coffee_or_tea_place#poi close but there is two others; one is coffee_or_tea_place#poi that is Valero#distance away and the other is coffee_or_tea_place#poi which is Palo_Alto_Medical_Foundation#distance away. which one do you want? let's go at cafe venetia please, send the address on my screen and pich the quickest route coffee_or_tea_place#poi is located at Cafe_Venetia#addressive with Pizza_Chicago#traffic_info. is that going to be okay? yes. set gps for the quickest route now.","i sent the info on your screen, drive carefully!",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> <pad> <pad> route you're drive <unk> <eos>
529,"find directions to the nearest starbucks there is no coffee_or_tea_place#poi close but there is two others; one is coffee_or_tea_place#poi that is Valero#distance away and the other is coffee_or_tea_place#poi which is Palo_Alto_Medical_Foundation#distance away. which one do you want? let's go at cafe venetia please, send the address on my screen and pich the quickest route coffee_or_tea_place#poi is located at Cafe_Venetia#addressive with Pizza_Chicago#traffic_info. is that going to be okay? yes. set gps for the quickest route now. i sent the info on your screen, drive carefully! thanks",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> <pad> <pad> route you're drive <unk> <eos>
530,is it supposed to snow today,where would you like to know if it will snow?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> would <pad> <pad> me <pad> <pad> what it are you snowing <unk> <eos>
531,is it supposed to snow today where would you like to know if it will snow? i want to know about corona please.,no it's not forecast to snow in corona today; the forecast is humid with a low of 70f and a high of 90f.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> in cleveland <unk> <eos>
532,is it supposed to snow today where would you like to know if it will snow? i want to know about corona please.  no it's not forecast to snow in corona today; the forecast is humid with a low of 70f and a high of 90f. thank you so much.,you're welcome. have a great day.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> in cleveland <unk> <eos>
533,give me directions to a place to sleep,the rest_stop#poi is closest to you at Valero#distance away in Dominos#traffic_info. would you like directions there?,<pad> <pad> there are the hotel hotel hotel <unk> and there away from <unk> which one do you <unk> <eos>
534,"give me directions to a place to sleep the rest_stop#poi is closest to you at Valero#distance away in Dominos#traffic_info. would you like directions there? yes, please, pick a quick route!",i'm setting the gps for Travelers_Lodge#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> you're <unk> <eos>
535,"give me directions to a place to sleep the rest_stop#poi is closest to you at Valero#distance away in Dominos#traffic_info. would you like directions there? yes, please, pick a quick route! i'm setting the gps for Travelers_Lodge#address. thanks.",you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> you're <unk> <eos>
536,"i'm desiring to eat at some chinese restaurant, is there anything in this local area?",we're Stanford_Express_Care#distance away from chinese_restaurant#poi: do you want to go there?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is is <unk> and at <unk> <eos>
537,"i'm desiring to eat at some chinese restaurant, is there anything in this local area? we're Stanford_Express_Care#distance away from chinese_restaurant#poi: do you want to go there? yes, please, and pick a route to avoid all heavy traffic",taking you to pf changs.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at <unk> <eos>
538,"i'm desiring to eat at some chinese restaurant, is there anything in this local area? we're Stanford_Express_Care#distance away from chinese_restaurant#poi: do you want to go there? yes, please, and pick a route to avoid all heavy traffic taking you to pf changs. what is the address?",the addres of p.f.changs is P.F._Changs#address,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at <unk> <eos>
539,"i'm desiring to eat at some chinese restaurant, is there anything in this local area? we're Stanford_Express_Care#distance away from chinese_restaurant#poi: do you want to go there? yes, please, and pick a route to avoid all heavy traffic taking you to pf changs. what is the address? the addres of p.f.changs is P.F._Changs#address sounds good, set the navigation there please.","navigation set, we should arrive shortly.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at <unk> <eos>
540,which days are rain forecasted,what city would you like weather information about?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what <pad> do <pad> want what city the rain prediction <unk> <eos>
541,which days are rain forecasted what city would you like weather information about? tell me if it is raining in oakland right now.,the weather forecast for oakland does not show rain right now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to <pad> <pad> <pad> in compton <unk> <eos>
542,which days are rain forecasted what city would you like weather information about? tell me if it is raining in oakland right now. the weather forecast for oakland does not show rain right now. thanks.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to <pad> <pad> <pad> in compton <unk> <eos>
543,schedule a conference at 6 pm on the tenth with sales team.,i will schedule a conference at 6 pm on the tenth with meeting#party.,<pad> <pad> <pad> <pad> <pad> <unk> scheduling scheduling for conference at the on the the at at the <unk> <eos>
544,schedule a conference at 6 pm on the tenth with sales team. i will schedule a conference at 6 pm on the tenth with meeting#party.  thank you.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> to you you to <unk> <eos>
545,please set a reminder to take medicine at 7pm tuesday with ana.,"okay, setting a reminder to take your medicine with football_activity#party at meeting#time on lab_appointment#date.",<pad> <pad> <pad> <pad> <pad> <pad> <unk> setting reminder reminder for take medicine with <unk> on on at <unk> <eos>
546,"please set a reminder to take medicine at 7pm tuesday with ana. okay, setting a reminder to take your medicine with football_activity#party at meeting#time on lab_appointment#date. thanks.",you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> with are <unk> <eos>
547,find me a gas station.,gas_station#poi is Valero#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is a away at <unk> <eos>
548,find me a gas station. gas_station#poi is Valero#distance away. are there any other locations that will take less time to reach?,"i'm sorry, gas_station#poi is the only gas station i am able to locate",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the route to a <unk> <eos>
