,inputs,outputs,prediction
1398,"when is my dentist appointment, the date and time?","for which one? i have two, one at 7pm the 8th and one at 10am the 1st.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', 'on', 'on', 'the', 'at', 'at', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'on', 'on', 'on', 'on', 'on', 'on', 'on', 'on', 'on', 'on', 'on', 'at', 'at', 'at', 'at', 'at', '<unk>', '<eos>']"
1399,"when is my dentist appointment, the date and time? for which one? i have two, one at 7pm the 8th and one at 10am the 1st.  that will do, thanks.",you're welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'the', 'the']"
1400,will it rain next week,what location do you want me to check if it will be rainy?,"['<pad>', '<pad>', 'in', 'in', 'in', 'in', '<unk>', 'it', 'will', 'be', '<unk>', 'monday', 'monday', 'of', 'of', 'of', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'on', 'on', 'on', 'on', '<unk>', '<eos>', '<eos>']"
1401,"will it rain next week what location do you want me to check if it will be rainy? los angeles, please",next week it will rain on saturday in los angeles,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'in', 'in', 'in', 'in', 'in', 'the', 'the', 'in', 'the', 'in', 'to', 'to', '<unk>', '<unk>', '<unk>', 'highs', 'highs', 'highs', 'highs', 'to', 'to', '<unk>', '<eos>', '<eos>']"
1402,"will it rain next week what location do you want me to check if it will be rainy? los angeles, please next week it will rain on saturday in los angeles thank you.",anytime.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'the', 'and', 'about', 'about', 'about', 'about', 'the', 'the', '<unk>', '<unk>', 'seat', '<unk>', '<unk>', 'broken', 'broken', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1403,will it be warm in grand rapids on saturday?,it will not be warm in grand rapids on saturday.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'is', 'going', 'going', 'be', 'a', 'a', 'a', 'of', 'of', 'of', 'of', 'of', 'of', 'a', 'a', 'a', 'a', 'a', 'rain', 'rain', 'rain', 'rain', 'rain', 'a', 'of', 'of', 'of', 'of', 'of', 'of', '<eos>', '<eos>']"
1404,will it be warm in grand rapids on saturday? it will not be warm in grand rapids on saturday. thank you.,you are welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'the', 'the', 'be', 'be', 'the', 'the', 'dry', 'dry', 'in', '<unk>', '<unk>', 'be', 'be', 'be', 'be', 'be', 'be', 'the', 'the', 'the', 'highs', 'highs', 'highs', 'highs', 'the', '<eos>', '<eos>', '<eos>']"
1405,will it be warm in grand rapids on saturday? it will not be warm in grand rapids on saturday. thank you. you are welcome. bye.,no problem.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'is', 'in', 'in', 'in', 'in', 'week', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'highs', 'highs', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>']"
1406,i need directions to a local fast food restaurant please,there is a panda express 3 miles from you as well as a pizza hut 5 miles from you.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'is', 'is', 'only', 'only', 'and', 'and', 'traffic', 'i', 'i', 'you', 'you', 'you', '<unk>', '<unk>', 'away', '<unk>', '<unk>', '<unk>', 'would', 'would', 'like', 'like', 'to', 'to', 'the', 'info', '<unk>', '<eos>', '<eos>']"
1407,get me the weather report for this week,what city do you want the weather for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'chicago', 'chicago', 'it', 'it', 'be', 'be', '<unk>', '<unk>', '<unk>', '<unk>', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'and', 'and', 'and', 'and', 'and', 'and', 'friday', '<unk>', '<unk>', '<unk>', 'and', 'and', 'and', 'on', '<unk>', '<unk>', '<eos>', '<eos>']"
1408,get me the weather report for this week what city do you want the weather for? exeter,"it will be dry other than sunday, and the temperatures are expected to be between 70-100f monday and tuesday, 30-40f wednesday, 40-60f thursday, and 80-100 friday to sunday.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'be', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'on', 'at', 'and', 'and', 'at', 'at', 'the', '<unk>', '<unk>', '<unk>', '<unk>', 'be', 'be', 'be', 'be', 'be', '<unk>', '<eos>', '<eos>']"
1409,what will be the temperature in manhattan on wednesday?,it appears as if there will be a low of 40f and a high of 50f.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'in', 'and', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'the', 'the', 'the', 'the', 'the', 'details', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>']"
1410,what will be the temperature in manhattan on wednesday? it appears as if there will be a low of 40f and a high of 50f. thank you car!,you're welcome!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', 'your', 'your', 'your', '<unk>', '<unk>', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'the', '<unk>', '<eos>', '<eos>']"
1411,tell me all the events and meetings scheduled on my calendar for today,today you have a 7pm meeting with hr to discuss the merger.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', 'you', 'two', 'two', 'one', 'one', 'the', 'the', 'the', 'at', 'at', 'at', 'and', 'and', 'and', 'and', 'the', 'the', 'the', 'the', 'is', 'at', 'pm', '<unk>', '<unk>', '<eos>']"
1412,tell me all the events and meetings scheduled on my calendar for today today you have a 7pm meeting with hr to discuss the merger. thank you.,you are welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the']"
1413,what's the weather like today and tomorrow,for what city would you like today and tomorrow's weather for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'next', 'forecast', 'is', 'will', 'be', 'be', 'forecast', '<unk>', '<unk>', 'of', 'of', 'of', 'of', 'of', 'of', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'and', 'of', '<eos>', '<eos>']"
1414,what's the weather like today and tomorrow for what city would you like today and tomorrow's weather for? i need to know if it is going to be foggy in fresno today and tomorrow car.,it will not be foggy in fresno in the coming days.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'okay', 'heading', 'heading', 'heading', 'heading', 'heading', 'midtown', 'midtown', 'midtown', '338', '338', '338', '338', '338', '338', '338', '<unk>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>']"
1415,will there be drizzle in cleveland tomorrow?,it will not drizzle in cleveland tomorrow.,"['in', 'forecast', 'for', 'in', 'in', 'in', 'in', 'in', 'forecast', 'be', 'be', 'forecast', 'low', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', '<unk>', '<unk>', '<unk>', '<unk>', 'forecast', 'forecast', 'of', 'low', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', '<eos>', '<eos>']"
1416,will there be drizzle in cleveland tomorrow? it will not drizzle in cleveland tomorrow. thanks.,no problem.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'week', 'week', 'week', 'be', 'be', 'to', 'for', 'for', 'of', 'of', 'of', 'of', '<unk>', '<unk>', '<unk>', '<unk>', 'be', 'be', 'to', 'the', 'the', 'the', 'the', 'the', 'highs', 'highs', 'of', '<unk>', '<eos>', '<eos>', '<eos>']"
1417,tell me the weather report in durham for this week,what days are you interested in?,"['in', 'forecast', 'in', 'in', 'in', 'in', 'chicago', 'will', 'be', 'be', '<unk>', '<unk>', 'of', 'of', 'of', 'of', 'of', '40f', '40f', '40f', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'low', 'low', 'of', 'of', 'of', 'high', 'high', 'of', '<unk>', '<eos>', '<eos>', '<eos>']"
1418,tell me the weather report in durham for this week what days are you interested in? the entire week.,"it will be stormy on monday, the lowest temperature on tuesday, hot on wednesday, the hottest temperatures on thursday and friday, snow on saturday, and clear skies on sunday in durham.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'in', 'will', 'be', 'be', 'monday', 'monday', 'monday', '<unk>', '<unk>', 'tuesday', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'friday', 'friday', 'friday', 'on', 'on', 'on', 'on', 'on', '<unk>', '<eos>']"
1419,schedule a conference with the vice president on the 5th at 11am.,conference scheduled for the 5th at 11am with the vice president.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'you', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1420,schedule a conference with the vice president on the 5th at 11am. conference scheduled for the 5th at 11am with the vice president. perfect.,have a good day.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'a', 'a', 'a', 'a', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', '<unk>', 'you', 'you', 'to', 'broken', '<unk>', '<unk>', '<unk>', '<eos>']"
1421,when is my dentist appointment,you have a dentist appointment on friday at 7 pm.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', 'have', '<unk>', 'at', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'which', '<unk>', 'you', 'you', '<unk>']"
1422,when is my dentist appointment you have a dentist appointment on friday at 7 pm. thank you.,you're welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', '<unk>', '<unk>', '<unk>', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', 'the', 'the', 'the', 'on', 'on', 'on', 'on', '<unk>', 'the', 'the', 'to', 'to', 'to', 'to', 'the', 'the', '<unk>', '<eos>']"
1423,please give me the address and directions via the fastest route to a pizza restaurant within 4 miles of me.,you will find pizza chicago at 915 arbol dr. it is 2 miles away without any traffic,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', 'two', 'two', '<unk>', '<unk>', '<unk>', '<unk>', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'the', '<unk>']"
1424,pull up directions to 5672 barringer street,here are directions to 5672 barringer street.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'are', 'are', 'are', 'miles', 'miles', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'to', '<unk>', 'there', 'there', 'of', 'of', 'you', 'you', 'to', '<unk>', '<unk>', '<eos>']"
1425,"pull up directions to 5672 barringer street here are directions to 5672 barringer street. pick a route with no traffic and let's go there, thank you!","the only route has heavy traffic, is that alright?","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'have', 'to', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>']"
1426,"car i need to go back home, it's in the area, please pick a route with no traffic",taking you home.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'there', 'is', 'is', 'is', 'street', 'info', 'there', 'there', 'our', 'our', 'our', 'our', 'way', 'you', 'you', 'you', 'you', 'to', 'to', 'to', 'the', 'the', 'the', 'the', '<unk>', '<eos>', '<eos>']"
1427,"car i need to go back home, it's in the area, please pick a route with no traffic taking you home. what is my address?","your address is 5671 barringer street, we're 3 miles away from home now","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'a', 'at', 'street', 'street', 'street', 'street', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'the', '<unk>', '<unk>', '<eos>', '<eos>']"
1428,where can i get tea?,palo alto cafe is 4 miles away and serves coffee and tea. do you want the address?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'are', '5', 'in', 'in', 'in', 'in', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'away', 'away', 'away', 'away', 'away', '<unk>', '<unk>', '<unk>', 'which', 'do', 'you', 'you', 'prefer', '<eos>', '<eos>']"
1429,where can i get tea? palo alto cafe is 4 miles away and serves coffee and tea. do you want the address? yes.,palo alto is located at 436 alger dr.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'a', 'a', 'a', 'street', 'street', 'street', 'there', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', 'broken', 'broken', 'broken', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>']"
1430,where can i get tea? palo alto cafe is 4 miles away and serves coffee and tea. do you want the address? yes. palo alto is located at 436 alger dr.  sounds great. thank you.,you're welcome!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'to', 'to', 'not', 'not', 'but', 'does', 'state', 'state', 'to', '60f', 'will', 'weekend', 'be', 'be', 'temperatures', '<eos>', '<eos>', '<eos>', '<eos>']"
1431,is it going to be overcast or cloudy at all any day this week,what city do you want the weather for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', '<unk>', 'in', 'the', 'the', 'the', '<unk>', '<unk>', 'on', 'on', 'on', 'the', 'the', 'and', 'and', 'with', 'the', 'the', 'the', 'jeff', 'jeff', 'jeff', 'aunt', '<unk>', '<unk>', '<eos>']"
1432,is it going to be overcast or cloudy at all any day this week what city do you want the weather for? i need this forecast information for the city of carson.,it won't be overcast or cloudy at all this week in carson,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'on', 'on', 'the', 'the', 'the', 'the', 'the', 'the', 'is', 'is', 'is', 'is', 'wednesday', 'wednesday', 'wednesday', 'the', 'the', 'the', '<eos>', '<eos>', '<eos>']"
1433,set reminder for doctors appointment on the 12th at 4:50,ok i've set a reminder for your doctor's appointment on the 12th at 4:50,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', 'a', 'a', 'with', 'with', 'with', 'with', 'with', 'with', 'with', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'the', 'is', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1434,i need shopping center.,there is a shopping center 3 miles from you. the address is 338 alester avenue. would you like directions?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'is', 'will', 'will', 'be', 'on', 'on', '<unk>', '<unk>', '<unk>', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'on', '<eos>', '<eos>']"
1435,"i need shopping center.  there is a shopping center 3 miles from you. the address is 338 alester avenue. would you like directions? yes, please.","setting navigation to the midtown shopping center. there is a car collision nearby, so drive carefully.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'your', 'your', 'your', 'your', 'your', 'about', 'about', 'about', 'about', 'massage', 'wednesday', 'wednesday', 'seat', 'seat', 'broken', 'broken', 'broken', '<unk>', '<unk>', '<eos>']"
1436,what's the weather forecast,what city would you like the forecast for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'is', 'is', '<unk>', '<unk>', 'warm', 'warm', 'warm', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1437,what's the weather forecast what city would you like the forecast for? grand rapids.,"it will be dry today, snowy on tuesday, dew on wednesday, warm on thursday, misty on friday, snow on saturday and cloudy on sunday in grand rapids.","['<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'in', 'is', 'is', 'is', 'be', '<unk>', '<unk>', '<unk>', 'of', 'of', 'of', 'of', 'of', 'of', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'and', 'of', '<eos>', '<eos>']"
1438,schedule a football activity with ana for today at 11am.,scheduled football activity for today at 11 am with ana.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'is', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
