,inputs,outputs,prediction
545,please set a reminder to take medicine at 7pm tuesday with ana.,"okay, setting a reminder to take your medicine with football_activity#party at meeting#time on lab_appointment#date.",<pad> <pad> <pad> <pad> <pad> <pad> reminder setting reminder for medicine at at pm the at at with ana <eos>
546,"please set a reminder to take medicine at 7pm tuesday with ana. okay, setting a reminder to take your medicine with football_activity#party at meeting#time on lab_appointment#date. thanks.",you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> good welcome <eos>
547,find me a gas station.,gas_station#poi is Valero#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> gas is away with gas station at a alester away <eos>
548,find me a gas station. gas_station#poi is Valero#distance away. are there any other locations that will take less time to reach?,"i'm sorry, gas_station#poi is the only gas station i am able to locate",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> welcome <pad> drive now <eos>
549,"find me a gas station. gas_station#poi is Valero#distance away. are there any other locations that will take less time to reach? i'm sorry, gas_station#poi is the only gas station i am able to locate ok send me the address please.","its address is Chevron#address, i sent it on your screen",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> welcome <pad> drive now <eos>
550,"find me a gas station. gas_station#poi is Valero#distance away. are there any other locations that will take less time to reach? i'm sorry, gas_station#poi is the only gas station i am able to locate ok send me the address please. its address is Chevron#address, i sent it on your screen thank you.",you're welcome; drive safely.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> welcome <pad> drive now <eos>
551,"find me a gas station. gas_station#poi is Valero#distance away. are there any other locations that will take less time to reach? i'm sorry, gas_station#poi is the only gas station i am able to locate ok send me the address please. its address is Chevron#address, i sent it on your screen thank you.  you're welcome; drive safely.  great!",no problem,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> welcome <pad> drive now <eos>
552,schedule a reminder to take medicine with martha for saturday at 2pm.,your reminder has been set for taking_medicine#date at football_activity#time to take medicine with yoga_activity#party.,<pad> <pad> <pad> <pad> <pad> okay scheduling a reminder reminder set to medicine with the at at with ana <eos>
553,are there any chinese restaurants nearby?,we're Palo_Alto_Medical_Foundation#distance away from chinese_restaurant#poi and Safeway#distance away from chinese_restaurant#poi,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there pf changs and pf changs <eos>
554,are there any chinese restaurants nearby? we're Palo_Alto_Medical_Foundation#distance away from chinese_restaurant#poi and Safeway#distance away from chinese_restaurant#poi which one has the fastest route?,chinese_restaurant#poi is closer.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> navigation <unk> <eos>
555,are there any chinese restaurants nearby? we're Palo_Alto_Medical_Foundation#distance away from chinese_restaurant#poi and Safeway#distance away from chinese_restaurant#poi which one has the fastest route? chinese_restaurant#poi is closer. what is the address?,chinese_restaurant#poi is located at Chef_Chu's#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> navigation <unk> <eos>
556,are there any chinese restaurants nearby? we're Palo_Alto_Medical_Foundation#distance away from chinese_restaurant#poi and Safeway#distance away from chinese_restaurant#poi which one has the fastest route? chinese_restaurant#poi is closer. what is the address? chinese_restaurant#poi is located at Chef_Chu's#address.  how long will it take to get there?,chinese_restaurant#poi is Palo_Alto_Medical_Foundation#distance away tmeeting#partyough The_Westin#traffic_info,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> navigation <unk> <eos>
557,are there any chinese restaurants nearby? we're Palo_Alto_Medical_Foundation#distance away from chinese_restaurant#poi and Safeway#distance away from chinese_restaurant#poi which one has the fastest route? chinese_restaurant#poi is closer. what is the address? chinese_restaurant#poi is located at Chef_Chu's#address.  how long will it take to get there? chinese_restaurant#poi is Palo_Alto_Medical_Foundation#distance away tmeeting#partyough The_Westin#traffic_info thank you,you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> navigation <unk> <eos>
558,where is the nearest hospital that we can get to quick?,"hospital#poi is Dominos#distance away, though there is a Valero#traffic_info. would you like directions there?",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> away is is is arbol away <eos>
559,"where is the nearest hospital that we can get to quick? hospital#poi is Dominos#distance away, though there is a Valero#traffic_info. would you like directions there?  yes sounds great.","okay, heading to Stanford_Express_Care#address",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> have are directions <unk> <eos>
560,give me the location for the nearest starbucks,there are no coffee_or_tea_place#poi around here but we're Pizza_Chicago#distance away from coffee_or_tea_place#poi: is it okay to go there?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> no no <pad> <pad> <pad> <pad> there there is no starbucks nearby <eos>
561,"give me the location for the nearest starbucks there are no coffee_or_tea_place#poi around here but we're Pizza_Chicago#distance away from coffee_or_tea_place#poi: is it okay to go there? sure, just pick the fastest route for me, thanks!","i sent the address with the fastest route on screen, drive carefully!",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
562,remind me to go swimming at 4:50,am or pm ?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> and you setting a to like me at is the <unk> <eos>
563,remind me to go swimming at 4:50 am or pm ? at 4:50 pm the 12th of this month.,swimming reminder has been set for lab_appointment#date at 4:50pm.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> appointment the <pad> of with welcome <eos>
564,remind me to go swimming at 4:50 am or pm ? at 4:50 pm the 12th of this month.  swimming reminder has been set for lab_appointment#date at 4:50pm. thanks,you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> appointment the <pad> of with welcome <eos>
565,"please tell me the location, time and parties that are attending my meeting",your next meeting is with your conference#party at conference#time in conference#room.,boston#tuesday <pad> two on scheduled scheduled one with with in at the with 9am and the with your mother <eos>
566,"please tell me the location, time and parties that are attending my meeting your next meeting is with your conference#party at conference#time in conference#room. great, thank you so much!",you're welcome!  did you also want to know the agenda for the meeting?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> on welcome <eos>
567,"please tell me the location, time and parties that are attending my meeting your next meeting is with your conference#party at conference#time in conference#room. great, thank you so much! you're welcome!  did you also want to know the agenda for the meeting? that is all, thanks!",you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> on welcome <eos>
568,what's the current weather in san francisco?,there is currently snow in san francisco,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to <pad> you are the interested <unk> <eos>
569,what's the current weather in san francisco? there is currently snow in san francisco okay thanks,happy to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are very welcome <eos>
570,what time is the doctors appointment and who is attending?,"which one? i have two, one  with your lab_appointment#party on yoga_activity#date, and one with lab_appointment#party on dinner#date.",you have three doctors appointments <unk> one with alex at 4 and and the one at with at 3pm <eos>
571,"what time is the doctors appointment and who is attending? which one? i have two, one  with your lab_appointment#party on yoga_activity#date, and one with lab_appointment#party on dinner#date.  the 9th. thank you.",the appointment on dinner#date is at swimming_activity#time.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at you are welcome <eos>
572,set a reminder for the conference.,what day and time is the conference,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> please confirm the day is the conference <eos>
573,set a reminder for the conference.  what day and time is the conference it is on august 14th at 4pm,i have that conference set up for you to be reminded of. is there anything else you need?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> conference the welcome <eos>
574,set a reminder for the conference.  what day and time is the conference it is on august 14th at 4pm i have that conference set up for you to be reminded of. is there anything else you need? make sure you add the executive team to that reminder.,your reminder for the conference with the conference#party on august dinner#date at yoga_activity#time is all set.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> conference the welcome <eos>
575,set a reminder for the conference.  what day and time is the conference it is on august 14th at 4pm i have that conference set up for you to be reminded of. is there anything else you need? make sure you add the executive team to that reminder.  your reminder for the conference with the conference#party on august dinner#date at yoga_activity#time is all set.  thanks.,you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> conference the welcome <eos>
576,"car, find out the time and parties attending for my tennis activity.",your tennis activity is set for lab_appointment#time with dinner#party in attendance.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your tennis activity activity is on at at jeff <eos>
577,"car, find out the time and parties attending for my tennis activity.  your tennis activity is set for lab_appointment#time with dinner#party in attendance. thanks",happy to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy your help <eos>
578,what's the temperature going to be this week,what city would you like weather information about?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city are you inquiring <unk> <eos>
579,what's the temperature going to be this week what city would you like weather information about? san jose please.,"in san jose, it is expected to be between 40dinner#agenda60f football_activity#date and lab_appointment#date, 70dinner#agenda80f lab_appointment#date, 90dinner#agenda100f football_activity#date, 70dinner#agenda90f dinner#date, 30dinner#agenda40f meeting#date, and 40dinner#agenda60f on dinner#date.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> on monday <eos>
