,inputs,outputs
3065,find out the parties that are attending my football activity. also find the time.,your football activity is scheduled for the 2nd at 2 pm with jeff.
3066,find out the parties that are attending my football activity. also find the time.  your football activity is scheduled for the 2nd at 2 pm with jeff.  thank you buddy.,you are welcome friend.
3067,is it supposed to snow today,what city are you interested in?
3068,is it supposed to snow today what city are you interested in? manhattan,there is no snow scheduled today in manhattan. the forecast will be windy with a temperature between 30-40f.
3069,how cloudy is it going to be for the next week,what city would you like the forecast for?
3070,how cloudy is it going to be for the next week what city would you like the forecast for? los angeles.,it will only be cloudy on wednesday in los angeles.
3071,how cloudy is it going to be for the next week what city would you like the forecast for? los angeles. it will only be cloudy on wednesday in los angeles. thanks.,"my pleasure, goodbye for now."
3072,where can i get pizza?,there is a pizza chicago 1 mile away.
3073,where can i get pizza? there is a pizza chicago 1 mile away. what's the traffic like?,there is moderate traffic to pizza chicago.
3074,"where can i get pizza? there is a pizza chicago 1 mile away. what's the traffic like? there is moderate traffic to pizza chicago. then let's go there, thank you car!",you are welcome
3075,when is my next dental appointment,your next dental appointment is on monday at 3 pm.
3076,when is my next dental appointment your next dental appointment is on monday at 3 pm. thank you,you are very welcome
3077,please give me the address and directions by a route with no traffic to a pizza restaurant near me.,the nearest pizza place is dominos at 776 arastradero rd but a road block is being reported.
3078,please give me the address and directions by a route with no traffic to a pizza restaurant near me.  the nearest pizza place is dominos at 776 arastradero rd but a road block is being reported.  ugh okay well find me the quickest route please.,the route to dominos 6 miles away is the quickest one that i can find
3079,"please give me the address and directions by a route with no traffic to a pizza restaurant near me.  the nearest pizza place is dominos at 776 arastradero rd but a road block is being reported.  ugh okay well find me the quickest route please.  the route to dominos 6 miles away is the quickest one that i can find it's okay, let's go there, thank you car!",you are welcome driver!
3080,is it going to rain this week,where are you wanting to know if it's going to rain?
3081,put on my calendar that i need to get my lab results this thursday at 3:30,setting a reminder to get lab results on thursday at 3:30 pm.
3082,put on my calendar that i need to get my lab results this thursday at 3:30 setting a reminder to get lab results on thursday at 3:30 pm. thanks,no problem
3083,what time is my lab appointment and who is attending?,"you have three, one on the 7th at 7pm with brother, one on the 16th at 7pm with marie, and one on the 8th at 10 am with marie."
3084,"what time is my lab appointment and who is attending? you have three, one on the 7th at 7pm with brother, one on the 16th at 7pm with marie, and one on the 8th at 10 am with marie.  thanks.",anytime!
3085,please give me an address and directions via the fastest route to a shopping center.,"the closest shopping center is topanga mall on 171 oak rd. there is a car accident on the way, but it is only 2 miles away so it should be quick."
3086,"please give me an address and directions via the fastest route to a shopping center.  the closest shopping center is topanga mall on 171 oak rd. there is a car accident on the way, but it is only 2 miles away so it should be quick.  then pick the fastest route for me, please!","i sent the info on your screen, drive carefully!"
3087,"please give me an address and directions via the fastest route to a shopping center.  the closest shopping center is topanga mall on 171 oak rd. there is a car accident on the way, but it is only 2 miles away so it should be quick.  then pick the fastest route for me, please! i sent the info on your screen, drive carefully! thank you.",you're welcome
3088,schedule an optometrist appointment,on what date and time should i set the appointment reminder?
3089,schedule an optometrist appointment  on what date and time should i set the appointment reminder? 4pm on thursday and my aunt is joining.,"okay, setting a reminder for your optometrist appointment with your aunt on thursday at 4 pm."
